"기간 
이벤트",Event 1(가만히 있으면 중간층이라도? 안전한 중간층 분양),2022. 05. 09 ~ 05. 15,자동 A Type,자동 2701호,2022. 05. 19(목)
,,,,자동 2601호,
,,,,자동 2602호,
,,,자동 B Type,자동 2501호,
,,,,자동 2402호,
,,,,자동 2302호,
,,,,자동 2303호,
,,,,자동 2201호,
,,,,자동 2202호,
,,,,자동 2101호,
,,,,자동 2103호,
,,,,자동 2001호,
,,,,자동 2003호,
,,,,자동 1901호,
,,,,자동 1902호,
,,,,자동 1903호,
,,,,자동 1802호,
,,,,자동 1803호,
,,,,자동 1701호,
,,,,자동 1703호,
,,,,자동 1601호,
,,,,자동 1602호,
,,,,자동 1603호,
,,,,자동 1501호,
,,,,자동 1503호,
,,,,자동 1402호,
,,,,자동 1403호,
,,,,자동 1301호,
,,,,자동 1302호,
,,,,자동 1202호,
,,,,자동 1203호,
,,,시동 A Type,시동 2701호,
,,,,시동 2702호,
,,,,시동 2601호,
,,,,시동 2602호,
,,,,시동 2603호,
,,,,시동 2501호,
,,,,시동 2502호,
,,,,시동 2402호,
,,,,시동 2403호,
,,,,시동 2301호,
,,,,시동 2302호,
,,,,시동 2202호,
,,,시동 B Type,시동 2101호,
,,,,시동 2102호,
,,,,시동 2103호,
,,,,시동 2001호,
,,,,시동 2002호,
,,,,시동 2004호,
,,,,시동 1901호,
,,,,시동 1903호,
,,,,시동 1904호,
,,,,시동 1801호,
,,,,시동 1802호,
,,,,시동 1803호,
,,,,시동 1702호,
,,,,시동 1703호,
,,,,시동 1704호,
,,,,시동 1601호,
,,,,시동 1602호,
,,,,시동 1604호,
,,,,시동 1501호,
,,,,시동 1503호,
,,,,시동 1401호,
,,,,시동 1402호,
,,,,시동 1403호,
,,,,시동 1404호,
,,,,시동 1302호,
,,,,시동 1303호,
,,,,시동 1304호,
,,,,시동 1201호,
,,,,시동 1203호,
,,,,시동 1204호,
,,,부동,부동 2701호,
,,,,부동 2702호,
,,,,부동 2703호,
,,,,부동 2704호,
,,,,부동 2602호,
,,,,부동 2603호,
,,,,부동 2604호,
,,,,부동 2605호,
,,,,부동 2501호,
,,,,부동 2502호,
,,,,부동 2504호,
,,,,부동 2505호,
,,,,부동 2401호,
,,,,부동 2403호,
,,,,부동 2404호,
,,,,부동 2405호,
,,,,부동 2301호,
,,,,부동 2302호,
,,,,부동 2303호,
,,,,부동 2201호,
,,,,부동 2203호,
,,,,부동 2204호,
,,,,부동 2205호,
,,,,부동 2101호,
,,,,부동 2102호,
,,,,부동 2104호,
,,,,부동 2105호,
,,,,부동 2002호,
,,,,부동 2003호,
,,,,부동 2005호,
,,,,부동 1901호,
,,,,부동 1902호,
,,,,부동 1903호,
,,,,부동 1904호,
,,,,부동 1802호,
,,,,부동 1804호,
,,,,부동 1805호,
,,,,부동 1701호,
,,,,부동 1702호,
,,,,부동 1703호,
,,,,부동 1704호,
,,,,부동 1601호,
,,,,부동 1602호,
,,,,부동 1604호,
,,,,부동 1605호,
,,,,부동 1502호,
,,,,부동 1503호,
,,,,부동 1504호,
,,,,부동 1401호,
,,,,부동 1403호,
,,,,부동 1404호,
,,,,부동 1405호,
,,,,부동 1301호,
,,,,부동 1302호,
,,,,부동 1303호,
,,,,부동 1305호,
,,,,부동 1201호,
,,,,부동 1202호,
,,,,부동 1203호,
,,,,부동 1205호,
,event 2(현대인의 고층. 뷰 좋은 고층 분양),2022. 05. 23 ~ 05. 29,자동 A Type,자동 4001호,2022. 06. 02(목)
,,,,자동 3902호,
,,,,자동 3801호,
,,,,자동 3802호,
,,,시동 A Type,시동 4501호,
,,,,시동 4502호,
,,,,시동 4503호,
,,,,시동 4401호,
,,,,시동 4402호,
,,,,시동 4403호,
,,,,시동 4301호,
,,,,시동 4303호,
,,,,시동 4201호,
,,,,시동 4202호,
,,,,시동 4203호,
,,,,시동 4101호,
,,,,시동 4103호,
,,,,시동 4001호,
,,,,시동 4002호,
,,,,시동 3902호,
,,,,시동 3903호,
,,,,시동 3801호,
,,,,시동 3802호,
,,,,시동 3803호,
,,,부동,부동 5101호,
,,,,부동 5102호,
,,,,부동 5103호,
,,,,부동 5104호,
,,,,부동 5105호,
,,,,부동 5001호,
,,,,부동 5003호,
,,,,부동 5004호,
,,,,부동 5005호,
,,,,부동 4901호,
,,,,부동 4902호,
,,,,부동 4903호,
,,,,부동 4904호,
,,,,부동 4801호,
,,,,부동 4802호,
,,,,부동 4803호,
,,,,부동 4804호,
,,,,부동 4805호,
,,,,부동 4701호,
,,,,부동 4702호,
,,,,부동 4704호,
,,,,부동 4705호,
,,,,부동 4601호,
,,,,부동 4602호,
,,,,부동 4603호,
,,,,부동 4604호,
,,,,부동 4605호,
,,,,부동 4501호,
,,,,부동 4502호,
,,,,부동 4503호,
,,,,부동 4504호,
,,,,부동 4505호,
,,,,부동 4401호,
,,,,부동 4402호,
,,,,부동 4403호,
,,,,부동 4404호,
,,,,부동 4301호,
,,,,부동 4302호,
,,,,부동 4303호,
,,,,부동 4304호,
,,,,부동 4305호,
,,,,부동 4201호,
,,,,부동 4202호,
,,,,부동 4203호,
,,,,부동 4205호,
,,,,부동 4101호,
,,,,부동 4102호,
,,,,부동 4103호,
,,,,부동 4104호,
,,,,부동 4105호,
,,,,부동 4001호,
,,,,부동 4002호,
,,,,부동 4003호,
,,,,부동 4004호,
,,,,부동 4005호,
,,,,부동 3902호,
,,,,부동 3903호,
,,,,부동 3904호,
,,,,부동 3905호,
,,,,부동 3801호,
,,,,부동 3802호,
,,,,부동 3803호,
,,,,부동 3804호,
,Event 3(이제 집에서도 이웃의 발걸음을 즐겨보세요. 저층 분양),2022. 06. 06 ~ 06. 12,자동 B Type,자동 1101호,2022. 06. 16(목)
,,,,자동 1103호,
,,,,자동 1001호,
,,,,자동 1002호,
,,,,자동 1003호,
,,,,자동 901호,
,,,,자동 903호,
,,,,자동 802호,
,,,,자동 701호,
,,,,자동 702호,
,,,,자동 703호,
,,,,자동 601호,
,,,,자동 603호,
,,,,자동 501호,
,,,,자동 502호,
,,,,자동 401호,
,,,,자동 402호,
,,,,자동 403호,
,,,,자동 301호,
,,,,자동 303호,
,,,,자동 202호,
,,,,자동 203호,
,,,시동 B Type,시동 1101호,
,,,,시동 1102호,
,,,,시동 1103호,
,,,,시동 1001호,
,,,,시동 1003호,
,,,,시동 1004호,
,,,,시동 901호,
,,,,시동 902호,
,,,,시동 802호,
,,,,시동 803호,
,,,,시동 804호,
,,,,시동 701호,
,,,,시동 702호,
,,,,시동 703호,
,,,,시동 704호,
,,,,시동 601호,
,,,,시동 602호,
,,,,시동 604호,
,,,,시동 501호,
,,,,시동 502호,
,,,,시동 503호,
,,,,시동 504호,
,,,,시동 403호,
,,,,시동 404호,
,,,,시동 302호,
,,,,시동 303호,
,,,,시동 304호,
,,,,시동 201호,
,,,,시동 202호,
,,,,시동 203호,
,,,부동,부동 1101호,
,,,,부동 1102호,
,,,,부동 1103호,
,,,,부동 1105호,
,,,,부동 1001호,
,,,,부동 1003호,
,,,,부동 1005호,
,,,,부동 901호,
,,,,부동 902호,
,,,,부동 903호,
,,,,부동 904호,
,,,,부동 801호,
,,,,부동 802호,
,,,,부동 803호,
,,,,부동 805호,
,,,,부동 702호,
,,,,부동 703호,
,,,,부동 704호,
,,,,부동 705호,
,,,,부동 601호,
,,,,부동 602호,
,,,,부동 603호,
,,,,부동 604호,
,,,,부동 501호,
,,,,부동 502호,
,,,,부동 504호,
,,,,부동 505호,
,,,,부동 401호,
,,,,부동 403호,
,,,,부동 404호,
,,,,부동 405호,
,,,,부동 301호,
,,,,부동 302호,
,,,,부동 303호,
,,,,부동 305호,
,,,,부동 201호,
,,,,부동 203호,
,,,,부동 204호,
,Event 4(랜덤 분’양’ 한 마리 키워보세요. 순하고 말 잘들어요),2022. 06. 20 ~ 06. 26,자동 A Type,자동 4002호,2022. 06. 40(목)
,,,,자동 3601호,
,,,,자동 3202호,
,,,,자동 2802호,
,,,자동 B Type,자동 2502호,
,,,,자동 2401호,
,,,,자동 2301호,
,,,,자동 2203호,
,,,,자동 2002호,
,,,,자동 1801호,
,,,,자동 1702호,
,,,,자동 1502호,
,,,,자동 1303호,
,,,,자동 1201호,
,,,,자동 1102호,
,,,,자동 902호,
,,,,자동 801호,
,,,,자동 602호,
,,,,자동 503호,
,,,,자동 201호,
,,,시동 A Type,시동 4302호,
,,,,시동 4003호,
,,,,시동 3901호,
,,,,시동 3601호,
,,,,시동 3302호,
,,,,시동 3001호,
,,,,시동 2803호,
,,,,시동 2703호,
,,,,시동 2401호,
,,,,시동 2201호,
,,,시동 B Type,시동 2104호,
,,,,시동 1902호,
,,,,시동 1804호,
,,,,시동 1701호,
,,,,시동 1603호,
,,,,시동 1504호,
,,,,시동 1301호,
,,,,시동 1202호,
,,,,시동 1104호,
,,,,시동 1002호,
,,,,시동 903호,
,,,,시동 801호,
,,,,시동 603호,
,,,,시동 402호,
,,,,시동 301호,
,,,,시동 204호,
,,,,부동 5002호,
,,,,부동 4905호,
,,,,부동 4703호,
,,,,부동 4204호,
,,,,부동 3901호,
,,,,부동 3805호,
,,,,부동 3701호,
,,,,부동 3605호,
,,,,부동 3402호,
,,,,부동 3204호,
,,,,부동 3103호,
,,,,부동 3005호,
,,,,부동 2901호,
,,,,부동 2804호,
,,,,부동 2705호,
,,,,부동 2601호,
,,,,부동 2503호,
,,,,부동 2402호,
,,,,부동 2304호,
,,,,부동 2202호,
,,,,부동 2103호,
,,,,부동 2001호,
,,,,부동 2004호,
,,,,부동 1905호,
,,,,부동 1801호,
,,,,부동 1803호,
,,,,부동 1705호,
,,,,부동 1603호,
,,,,부동 1501호,
,,,,부동 1505호,
,,,,부동 1402호,
,,,,부동 1304호,
,,,,부동 1204호,
,,,,부동 1104호,
,,,,부동 1002호,
,,,,부동 905호,
,,,,부동 804호,
